"lat","lon","Name","Phonetic","PostalCode","Address","都道府県"
"43.3310119","145.5808182","碓氷勝三郎商店","うすいかつさぶろうしょうてん","〒087-0041","北海道根室市常盤町1-6","北海道"
"42.9784056","144.3959487","福司酒造","ふくつかさしゅぞう","〒085-0831","北海道釧路市住吉2-13-23","北海道"
"43.8042589","143.8875655","山田酒造","やまだしゅぞう","〒090-0037","北海道北見市山下町2","北海道"
"43.7956624","142.4081047","男山","おとこやま","〒079-8412","北海道旭川市永山2条7丁目","北海道"
"43.7543599","142.3746075","合同酒精 旭川工場","ごうどうせいしゅ あさひかわこうじょう","〒078-8334","北海道旭川市南四条通20-1955","北海道"
"43.7606758","142.3729018","高砂酒造","たかさごしゅぞう","〒070-0030","北海道旭川市宮下通17","北海道"
"39.6481529","141.9675135","菱屋酒造店","ひしやしゅぞうてん","〒027-0006","岩手県宮古市鍬ヶ崎下町5-24","岩手県"
"43.559366","141.881706","金滴酒造","きんてきしゅぞう","〒073-1103","北海道樺戸郡新十津川町中央71-7","北海道"
"39.2697296","141.833996","浜千鳥","はまちどり","〒026-0045","岩手県釜石市小川町3-8-7","岩手県"
"40.270202","141.7951914","鈴蘭酒造","すずらんしゅぞう","〒028-7801","岩手県久慈市侍浜町字本町7-49-1","岩手県"
"39.8467332","141.7907982","泉金酒造","せんきんしゅぞう","〒027-0501","岩手県下閉伊郡岩泉町岩泉太田30","岩手県"
"40.1298132","141.7860681","福来","ふくらい","〒028-8111","岩手県久慈市宇部町5-31","岩手県"
"43.0611695","141.7697203","小林酒造","こばやししゅぞう","〒069-1521","北海道夕張郡栗山町錦3-109","北海道"
"39.0975448","141.6925717","酔仙酒造","すいせんしゅぞう","〒022-0004","岩手県大船渡市猪川町久名110-1","岩手県"
"40.4410631","141.6299982","八戸酒類 第二工場","はちのへしゅるい だいにこうじょう","〒039-1202","青森県三戸郡階上町大字赤保内字大上26-40","青森県"
"38.9063981","141.5744332","男山本店","おとこやまほんてん","〒988-0013","宮城県気仙沼市魚町2-2-14","宮城県"
"38.9062704","141.5738722","角星","かくぼし","〒988-0013","宮城県気仙沼市魚町2-1-9","宮城県"
"39.32252","141.5737223","上閉伊酒造","かみへいしゅぞう","〒028-0501","岩手県遠野市青笹町糠前31-19-7","岩手県"
"40.5243244","141.5231608","八戸酒造","はちのへしゅぞう","〒031-0812","青森県八戸市湊町本町9","青森県"
"43.8582271","141.5228699","国稀酒造","くにまれしゅぞう","〒077-0204","北海道増毛郡増毛町稲葉町1-17","北海道"
"40.5108758","141.4921982","八鶴","はちつる","〒031-0086","青森県八戸市八日町1","青森県"
"40.5175858","141.4833602","合同酒精 八戸工場","ごうどうしゅせいはちのへこうじょう","〒031-0072","青森県八戸市城下2-11-67","青森県"
"40.5944079","141.4297108","桃川","ももかわ","〒039-2293","青森県上北郡おいらせ町上明堂112","青森県"
"43.0585104","141.3648425","日本清酒","にほんせいしゅ","〒060-0053","北海道札幌市中央区南三条東5-2","北海道"
"38.4352165","141.3084301","墨廼江酒造","すみのえしゅぞう","〒986-0827","宮城県石巻市千石町8-43","宮城県"
"40.2729268","141.3008837","南部美人","なんぶびじん","〒028-6101","岩手県二戸市福岡上町13","岩手県"
"38.4367965","141.297531","平孝酒造","ひらこうしゅぞう","〒986-0871","宮城県石巻市清水町1丁目5-3","宮城県"
"40.5249168","141.2975109","菊駒酒造","きくこましゅぞう","〒039-1554","青森県三戸郡五戸町字川原町12","青森県"
"40.5249168","141.2975109","八戸酒類 五戸工場","はちのへしゅるい ごのへこうじょう","〒039-1554","青森県三戸郡五戸町字川原町12","青森県"
"40.6150206","141.2486116","鳩正宗","はとまさむね","〒034-0001","青森県十和田市大字三本木字稲吉176-2","青森県"
"41.2979988","141.21224","関乃井酒造","せきのいしゅぞう","〒035-0031","青森県むつ市柳町1-5-15","青森県"
"38.8185589","141.1911768","磐乃井酒造","いわのいしゅぞう","〒029-3205","岩手県一関市花泉町涌津舘72","岩手県"
"39.679056","141.1840957","桜顔酒造","さくらがおしゅぞう","〒020-0811","岩手県盛岡市川目町23-18","岩手県"
"38.7585876","141.1831878","石越醸造","いしこしじょうぞう","〒989-4701","宮城県登米市石越町北郷中澤108-1","宮城県"
"39.5769986","141.1681457","月の輪酒造店","つきのわしゅぞうてん","〒028-3303","岩手県紫波郡紫波町高水寺向畑101","岩手県"
"39.5051184","141.1605818","川村酒造店","かわむらしゅぞうてん","〒028-3101","岩手県花巻市石鳥谷町好地12-132","岩手県"
"39.692507","141.1595753","あさ開","あさびらき","〒020-0828","岩手県盛岡市大慈寺町10-34","岩手県"
"39.7036584","141.156578","菊の司酒造","きくのつかさしゅぞう","〒020-0885","岩手県盛岡市紺屋町4-20","岩手県"
"40.6964523","141.1535873","盛田庄兵衛","もりたしょうべえ","〒039-2525","青森県上北郡七戸町字七戸230","青森県"
"39.6874161","141.1525134","岩手川","いわてがわ","〒020-0861","岩手県盛岡市","岩手県"
"39.36772","141.15135","白雲","はくうん","〒025-0015","岩手県花巻市","岩手県"
"39.3466171","141.1465","喜久盛酒造","きくざかりしゅぞう","〒024-0103","岩手県北上市更木3-54","岩手県"
"39.1477228","141.1411908","天瓢","てんぴょう","〒023-0047","岩手県奥州市水沢区立町13","岩手県"
"39.6654395","141.1391525","赤武酒造","あかぶしゅぞう","〒020-0852","岩手県盛岡市北飯岡1-8-25（盛岡仮事務所）","岩手県"
"38.931413","141.1328167","世嬉の一酒造","せきのいちしゅぞう","〒021-0885","岩手県一関市田村町5-42","岩手県"
"38.4741899","141.1324027","川敬商店","かわけいしょうてん","〒989-4206","宮城県遠田郡美里町二郷字高玉六号7","宮城県"
"38.9282215","141.1257313","両磐酒造","りょうばんしゅぞう","〒021-0032","岩手県一関市末広1-8-23","岩手県"
"39.5243845","141.1251594","高橋酒造店","たかはししゅぞうてん","〒028-3452","岩手県紫波郡紫波町片寄堀米36","岩手県"
"38.8677676","141.1243805","萩野酒造","はぎのしゅぞう","〒989-4806","宮城県栗原市金成有壁新町52","宮城県"
"39.0537402","141.1223701","岩手銘醸","いわてめいじょう","〒029-4208","岩手県奥州市前沢区新町13","岩手県"
"39.5519969","141.1086691","吾妻嶺酒造店","あづまみねしゅぞうてん","〒028-3453","岩手県紫波郡紫波町土舘内川5","岩手県"
"39.5632645","141.1039472","廣田酒造店","ひろたしゅぞうてん","〒028-3447","岩手県紫波郡紫波町宮手泉屋敷2-4","岩手県"
"39.9097078","141.0961945","わしの尾","わしのお","〒028-7111","岩手県八幡平市大更第22地割158","岩手県"
"38.5019953","141.048708","一ノ蔵","いちのくら","〒987-1393","宮城県大崎市 松山千石字大欅14","宮城県"
"37.4795462","141.0253672","鈴木酒造店","すずきしゅぞうてん","〒979-1522","福島県双葉郡浪江町請戸東向10","福島県"
"38.3169091","141.0191968","佐浦","さうら","〒985-0052","宮城県塩竈市本町2-19","宮城県"
"37.4932193","141.0139387","馬場酒造本店","ばばしゅぞうほんてん","〒979-151","福島県双葉郡浪江町北幾世橋大町21","福島県"
"38.3171256","141.0138918","阿部勘酒造店","あべかんしゅぞうてん","〒985-0057","宮城県塩竈市西町3-9","宮城県"
"38.6566443","141.011252","はさまや酒造店","はさまやしゅぞうてん","〒987-2186","宮城県栗原市高清水字中町8番地","宮城県"
"43.1790326","141.0059368","北の誉酒造","きたのほまれしゅぞう","〒047-0013","北海道小樽市奥沢1-21-15","北海道"
"43.172049","141.0058651","雪の花酒造","ゆきのはなしゅぞう","〒047-0003","北海道小樽市","北海道"
"43.2034466","140.9984998","田中酒造","たなかしゅぞう","〒047-0031","北海道小樽市色内3-2-5","北海道"
"43.2017913","140.9944642","山二わたなべ","やまにわたなべ","〒047-0032","北海道小樽市稲穂4-6-1","北海道"
"37.492416","140.9936683","上田善治郎商店","うえだぜんじろうしょうてん","〒979-1513","福島県双葉郡浪江町権現堂新町15","福島県"
"38.8268347","140.9851212","千田酒造","ちだしゅぞう","〒989-5351","宮城県栗原市栗駒中野北畑中63-1","宮城県"
"38.5673902","140.9837389","宮城ふるさと酒造","みやぎふるさとしゅぞう","〒989-6112","宮城県大崎市古川馬寄字屋敷3-2","宮城県"
"38.5762827","140.9557134","橋平酒造店","はしへいしゅぞうてん","〒989-6153","宮城県大崎市古川七日町3-1","宮城県"
"38.1782391","140.9487191","佐々木酒造店","ささきしゅぞうてん","〒981-1213","宮城県名取市閖上1-8-10","宮城県"
"38.529138","140.9457081","新澤醸造店","にいざわじょうぞうてん","〒989-6321","宮城県大崎市三本木字北町63","宮城県"
"38.4555484","140.937234","大和蔵酒造","たいわぐらしゅぞう","〒981-3408","宮城県黒川郡大和町松坂平8-1","宮城県"
"36.9543628","140.9021721","常磐酒類","じょうばんしゅるい","〒971-8163","福島県いわき市小名浜中町境178","福島県"
"38.7642075","140.8952758","金の井酒造","かねのいしゅぞう","〒987-2303","宮城県栗原市一迫字川口町浦1-1","宮城県"
"38.2442063","140.8926148","鳳山酒造","ほうざんしゅぞう","〒984-0814","宮城県仙台市若林区","宮城県"
"38.3991507","140.8871029","内ヶ崎酒造店","うちがさきしゅぞうてん","〒981-3311","宮城県黒川郡富谷町富谷字町27","宮城県"
"38.5761556","140.8843512","寒梅酒造","かんばいしゅぞう","〒989-6216","宮城県大崎市古川柏崎字境田15","宮城県"
"38.2484923","140.8839662","森民酒造本家","もりたみしゅぞうほんけ","〒984-0073","宮城県仙台市若林区荒町53","宮城県"
"37.0645089","140.8813321","冨沢酒造店","とみざわしゅぞうてん","〒970-8026","福島県いわき市平高月1","福島県"
"38.267404","140.8677449","吉岡酒造店","よしおかしゅぞうてん","〒980-0803","宮城県仙台市青葉区国分町3-9-30","宮城県"
"38.6568962","140.8646091","森民酒造店","もりたみしゅぞうてん","〒989-6433","宮城県大崎市岩出山字上川原町15","宮城県"
"36.976941","140.8625031","御代酒造店","みよしゅぞうてん","〒972-8313","福島県いわき市常磐岩ヶ岡町山ノ根25","福島県"
"37.0465632","140.8608233","四家酒造店","しけしゅぞうてん","〒973-8408","福島県いわき市内郷高坂町中平14","福島県"
"38.5670206","140.8569263","中勇酒造店","なかゆうしゅぞうてん","〒981-4241","宮城県加美郡加美町南町166","宮城県"
"38.5718339","140.8568122","田中酒造店","たなかしゅぞうてん","〒981-4251","宮城県加美郡加美町字西町88-1","宮城県"
"38.570784","140.8555624","山和酒造店","やまわしゅぞうてん","〒981-4241","宮城県加美郡加美町南町109-1","宮城県"
"36.9891775","140.851618","太平桜酒造","たいへいざくらしゅぞう","〒972-8317","福島県いわき市常磐下湯長谷町町下92","福島県"
"38.3518405","140.850934","宮城酒類","みやぎしゅるい","〒981-3206","宮城県仙台市","宮城県"
"35.7329459","140.8426225","石上酒造","いしがみしゅぞう","〒288-0065","千葉県銚子市田中町7-1","千葉県"
"35.7297066","140.8205468","飯田酒造場","いいだしゅぞうじょう","〒288-0817","千葉県銚子市清川町2-1-2","千葉県"
"36.9181899","140.7982973","鷺酒造店","さぎしゅぞうてん","〒974-8261","福島県いわき市植田町中央1-4-4","福島県"
"35.7442601","140.7976677","小林酒造場","こばやししゅぞうじょう","〒288-0836","千葉県銚子市松岸町2-78","千葉県"
"36.8546868","140.7905524","住の友酒造","すみのともしゅぞう","〒319-1701","茨城県北茨城市平潟町465","茨城県"
"38.3540255","140.7898311","仙台伊澤家 勝山酒造","かつやましゅぞう","〒981-3225","宮城県仙台市泉区福岡字二又25番地1号","宮城県"
"40.1886755","140.7893761","かづの銘酒","かづのめいしゅ","〒018-5201","秋田県鹿角市花輪字中花輪29","秋田県"
"42.9050785","140.7410961","二世古酒造","にせこしゅぞう","〒044-0083","北海道虻田郡倶知安町旭47","北海道"
"36.9055064","140.733559","小野酒造店","おのしゅぞうてん","〒979-0153","福島県いわき市川部町橋本82","福島県"
"38.1189673","140.7256451","大沼酒造店","おおぬましゅぞうてん","〒989-1305","宮城県柴田郡村田町村田56-1","宮城県"
"36.6521127","140.6988492","森島酒造","もりしましゅぞう","〒319-1411","茨城県日立市川尻町1-17-7","茨城県"
"40.8542807","140.6967729","西田酒造店","にしだしゅぞうてん","〒038-0059","青森県青森市大字油川字大浜46","青森県"
"36.6719656","140.6833834","宏和商工 日立酒造工場","こうわしょうこう","〒319-1304","茨城県日立市十王町友部104","茨城県"
"35.7863374","140.6663516","神明酒造","しんめいしゅぞう","〒289-0625","千葉県香取郡東庄町夏目298","千葉県"
"36.5702156","140.6484212","嶋崎酒造","しまざきしゅぞう","〒316-0036","茨城県日立市鮎川町4-2-8","茨城県"
"37.2839286","140.627366","秋元酒造店","あきもとしゅぞうてん","〒963-3401","福島県田村郡小野町大字小野新町字荒町6","福島県"
"37.2845729","140.6252163","小泉合名","こいずみ","〒963-3401","福島県田村郡小野町大字小野新町字本町8","福島県"
"36.6789212","140.6223332","椎名酒造店","しいなしゅぞうてん","〒319-1305","茨城県日立市十王町高原411","茨城県"
"38.0039694","140.6213464","蔵王酒造","ざおうしゅぞう","〒989-0253","宮城県白石市字東小路120-1","宮城県"
"35.8524708","140.6016597","飯田本家","いいだほんけ","〒289-0313","千葉県香取市小見川178","千葉県"
"40.6451233","140.5969534","中村亀吉","なかむらかめきち","〒036-0377","青森県黒石市中町12","青森県"
"40.64414","140.5967341","鳴海醸造店","なるみじょうぞうてん","〒036-0377","青森県黒石市大字中町1-1","青森県"
"40.6449453","140.589154","佐藤酒造","さとうしゅぞう","〒036-0387","青森県黒石市元町7","青森県"
"37.1910731","140.5858181","若清水酒造","かわしみずしゅぞう","〒963-8112","福島県石川郡平田村北方寺屋敷18","福島県"
"39.3050111","140.5806886","阿桜酒造","あざくらしゅぞう","〒013-0041","秋田県横手市大沢字西野67-2","秋田県"
"36.3146646","140.5757827","月の井酒造店","つきのいしゅぞうてん","〒311-1301","茨城県東茨城郡大洗町磯浜町638","茨城県"
"37.4385859","140.5757196","玄葉本店","げんばほんてん","〒963-4312","福島県田村市船引町船引北町通41","福島県"
"35.6704135","140.5754794","宮崎本家","みやざきほんけ","〒289-3181","千葉県匝瑳市野手1699","千葉県"
"38.2081642","140.5699634","まるや天賞","まるやてんしょう","〒989-1502","宮城県柴田郡川崎町今宿小銀沢山1-115","宮城県"
"40.2826731","140.564632","北鹿","ほくしか","〒017-0043","秋田県大館市有浦2-2-3","秋田県"
"35.9460896","140.5581442","愛友酒造","あいゆうしゅぞう","〒311-2421","茨城県潮来市辻205","茨城県"
"37.0925308","140.5493189","豊国酒造","とよくにしゅぞう","〒963-8305","福島県石川郡古殿町竹貫114","福島県"
"39.4212259","140.5484129","栗林酒造店","くりばやししゅぞうてん","〒019-1404","秋田県仙北郡美郷町六郷字米町56","秋田県"
"39.4279724","140.547732","高橋酒造店","たかはししゅぞうてん","〒019-1404","秋田県仙北郡美郷町六郷字宝門清水72-13","秋田県"
"39.202077","140.5466852","日の丸醸造","ひのまるじょうぞう","〒019-0700","秋田県横手市増田町増田字七日町114-2","秋田県"
"39.4229146","140.5460769","八千代酒造","やちよしゅぞう","〒019-1404","秋田県仙北郡美郷町六郷字本道町60","秋田県"
"39.203513","140.5452992","勇駒酒造","いさみごましゅぞう","〒019-0701","秋田県横手市増田町増田中町64","秋田県"
"35.940712","140.5420874","遠峰酒造","とおみねしゅぞう","〒311-2424","茨城県潮来市潮来209","茨城県"
"36.5234489","140.5412021","岡部","おかべ","〒313-0038","茨城県常陸太田市小沢町2335","茨城県"
"36.6021697","140.5394768","檜山酒造","ひやましゅぞう","〒311-0311","茨城県常陸太田市 町屋町1359","茨城県"
"39.5413754","140.5330764","鈴木酒造店","すずきしゅぞうてん","〒014-0207","秋田県大仙市長野字二日町九","秋田県"
"36.0384159","140.5095326","竹乃葉酒造","たけのはしゅぞう","〒311-3811","茨城県行方市四鹿30","茨城県"
"36.7181306","140.503343","東魁酒造","とうかいしゅぞう","〒311-0506","茨城県常陸太田市折橋町1211","茨城県"
"35.7013414","140.4993569","青柳酒造","あおやぎしゅぞう","〒289-1701","千葉県山武郡横芝光町篠本726","千葉県"
"39.4640763","140.4969619","秋田清酒","あきたせいしゅ","〒014-0801","秋田県大仙市戸地谷字天ケ沢83-1","秋田県"
"35.8897531","140.495466","馬場本店酒造","ばばほんてんしゅぞう","〒287-0003","千葉県香取市佐原イ614-1","千葉県"
"36.3658697","140.4951337","吉久保酒造","よしくぼしゅぞう","〒310-0815","茨城県水戸市本町3-9-5","茨城県"
"39.1680925","140.4946712","秋田銘醸","あきためいじょう","〒012-0814","秋田県湯沢市大工町4-23","秋田県"
"35.8890616","140.4946606","東薫酒造","とうくんしゅぞう","〒287-0003","千葉県香取市佐原イ627","千葉県"
"39.1706783","140.4936546","両関酒造","りょうぜきしゅぞう","〒012-0813","秋田県湯沢市前森4-3-18","秋田県"
"39.1602211","140.4910912","木村酒造","きむらしゅぞう","〒012-0844","秋田県湯沢市田町2-1-11","秋田県"
"35.5978895","140.4896419","守屋酒造","もりやしゅぞう","〒289-1806","千葉県山武市蓮沼ハー2929","千葉県"
"39.2634438","140.4887199","浅舞酒造","あさまいしゅぞう","〒013-0105","秋田県横手市平鹿町浅舞字浅舞388","秋田県"
"36.5876059","140.487013","太田銘醸","おおためいじょう","〒313-0222","茨城県常陸太田市松平町1074","茨城県"
"37.4415085","140.4866886","佐藤酒造","さとうしゅぞう","〒963-7766","福島県田村郡三春町中町67","福島県"
"39.264152","140.4862924","舞鶴酒造","まいづるしゅぞう","〒013-0105","秋田県横手市平鹿町浅舞字浅舞184","秋田県"
"36.7530347","140.4853072","井坂酒造店","いさかしゅぞうてん","〒311-0504","茨城県常陸太田市小中町187","茨城県"
"36.5369258","140.4837593","剛烈富永酒造店","ごうれつとみながしゅぞうてん","〒313-0125","茨城県常陸太田市大里町3401","茨城県"
"40.6001808","140.4836518","吉井酒造","よしいしゅぞう","〒036-8002","青森県弘前市駅前1-6-6","青森県"
"35.625186","140.4829471","寒菊銘醸","かんぎくめいじょう","〒289-1532","千葉県山武市松尾町武野里11","千葉県"
"40.6283996","140.4821697","六花酒造","ろっかしゅぞう","〒036-8066","青森県弘前市向外瀬豊田217","青森県"
"39.4112505","140.4820069","金紋秋田酒造","きんもんあきたしゅぞう","〒014-1412","秋田県大仙市藤木字西八圭34-2","秋田県"
"39.410095","140.4817598","秋田富士酒造店","あきたふじしゅぞうてん","〒014-1412","秋田県大仙市藤木字西八圭31","秋田県"
"36.3574649","140.4748325","明利酒類","めいりしゅるい","〒310-0836","茨城県水戸市元吉田町338","茨城県"
"35.5847239","140.4740738","梅一輪酒造","うめいちりんしゅぞう","〒289-1303","千葉県山武市松ケ谷イ2902","千葉県"
"39.1687","140.4714761","秋田県醗酵工業","あきたけんはっこうこうぎょう","〒012-8511","秋田県湯沢市深堀中川原120-8","秋田県"
"39.4675754","140.4706371","八重寿銘醸","やえすめいじょう","〒014-0016","秋田県大仙市若竹町26-19","秋田県"
"36.4682364","140.4683131","木内酒造","きうちしゅぞう","〒311-0133","茨城県那珂市鴻巣1257","茨城県"
"37.5619581","140.4625714","大内酒造","おおうちしゅぞう","〒964-0974","福島県二本松市小高内51","福島県"
"37.658911","140.461356","金水晶酒造店","きんすいしょうしゅぞうてん","〒960-1241","福島県福島市松川町本町29","福島県"
"40.6002995","140.4600671","カネタ玉田酒造店","かねたたまだしゅぞうてん","〒036-8217","青森県弘前市茂森町81","青森県"
"36.3807652","140.4574164","瀧田酒造店","たきたしゅぞうじょう","〒310-0031","茨城県水戸市大工町2-1-20","茨城県"
"40.6965295","140.4548994","竹浪酒造店","たけなみしゅぞうてん","〒038-3662","青森県北津軽郡板柳町板柳字土井113-1","青森県"
"40.6078346","140.4535726","齋藤酒造店","さいとうしゅぞうてん","〒036-8366","青森県弘前市駒越町58","青森県"
"40.6293986","140.4535325","三浦酒造","みうらしゅぞう","〒036-8316","青森県弘前市石渡5-1-1","青森県"
"35.6306705","140.4474576","花の友","はなのとも","〒289-1527","千葉県山武市松尾町大堤438","千葉県"
"39.1506346","140.4471476","武石酒造店","たけいししゅぞうてん","〒012-0055","秋田県湯沢市山田字川原56","秋田県"
"37.5990707","140.4445969","大七酒造","だいしちしゅぞう","〒964-0902","福島県二本松市竹田1-66","福島県"
"37.4535119","140.4402555","渡辺酒造本店","わたなべしゅぞうほんてん","〒963-0922","福島県郡山市西田町三町目桜内10","福島県"
"37.3429512","140.4390571","仁井田本家","にいだほんけ","〒963-1151","福島県郡山市田村町金沢高屋敷139","福島県"
"37.5915157","140.4336342","檜物屋酒造店","ひものやしゅぞうてん","〒964-0905","福島県二本松市松岡173","福島県"
"39.3443766","140.4284272","備前酒造本店","びぜんしゅぞうほんてん","〒013-0521","秋田県横手市大森町字大森169","秋田県"
"39.493861","140.4249291","福乃友酒造","ふくのともしゅぞう","〒019-1701","秋田県大仙市神宮寺字本郷野82-6","秋田県"
"36.8877788","140.4203353","藤井酒造店","ふじいしゅぞうてん","〒963-5203","福島県東白川郡矢祭町戸塚41","福島県"
"40.5935377","140.413629","佐藤酒造店","さとうしゅぞうてん","〒036-1333","青森県弘前市鳥井野字宮本31-1","青森県"
"38.7542477","140.4110748","佐藤酒造店","さとうしゅぞうてん","〒999-6211","山形県最上郡最上町大堀1026","山形県"
"36.5475259","140.4105732","酔富銘醸","すいふめいじょう","〒319-2265","茨城県常陸大宮市 中富町965-2","茨城県"
"39.2896359","140.4059199","沼館酒造","ぬまだてしゅぞう","〒013-0205","秋田県横手市","秋田県"
"37.5611767","140.4058544","奥の松酒造","おくのまつしゅぞう","〒964-0866","福島県二本松市長命69","福島県"
"36.9052683","140.4049945","家満寿美","やますみ","〒963-5343","福島県東白川郡塙町植田坂ノ下15","福島県"
"35.9032605","140.402932","鍋店","なべだな","〒289-0221","千葉県香取郡神崎町神崎本宿1916","千葉県"
"35.9051547","140.4016182","寺田本家","てらだほんけ","〒289-0221","千葉県香取郡神崎町神崎本宿1964","千葉県"
"37.5743502","140.4003878","人気酒造","にんきしゅぞう","〒964-0027","福島県二本松市山田470","福島県"
"37.5136952","140.400037","大天狗酒造","だいてんぐしゅぞう","〒969-1136","福島県本宮市本宮九縄18","福島県"
"36.6311489","140.3972973","根本酒造","ねもとしゅぞう","〒319-3111","茨城県常陸大宮市 山方630","茨城県"
"40.8844781","140.3949079","長内酒造店","おさないしゅぞうてん","〒037-0106","青森県つがる市稲垣町沼崎幾代崎121-4","青森県"
"37.0254479","140.389792","藤田屋本店","ふじたやほんてん","〒963-6131","福島県東白川郡棚倉町棚倉鉄炮町25","福島県"
"37.4076457","140.3891142","佐藤酒造店","さとうしゅぞうてん","〒963-8071","福島県郡山市富久山町久保田5","福島県"
"38.4690702","140.3885161","六歌仙","ろっかせん","〒999-3702","山形県東根市温泉町3-17-7","山形県"
"35.2533194","140.3881225","木戸泉酒造","きどいずみしゅぞう","〒298-0004","千葉県いすみ市大原7635-1","千葉県"
"35.5920905","140.3869107","東條酒造","とうじょうしゅぞう","〒289-1327","千葉県山武市姫島1010","千葉県"
"38.302513","140.3844667","寿虎屋酒造","ことぶきとらやしゅぞう","〒990-2235","山形県山形市中里北田93-1","山形県"
"38.3408119","140.3814691","水戸部酒造","みとべしゅぞう","〒994-0055","山形県天童市原町乙7","山形県"
"35.3608274","140.372698","稲花酒造","いなはなしゅぞう","〒299-4303","千葉県長生郡一宮町東浪見5841","千葉県"
"37.3622167","140.3719646","笹の川酒造","ささのかわしゅぞう","〒963-0108","福島県郡山市笹川1-178","福島県"
"38.3492268","140.3705172","出羽桜酒造","でわざくらしゅぞう","〒994-0044","山形県天童市一日町1-4-6","山形県"
"37.3778899","140.3611426","若関酒造","わかぜきしゅぞう","〒963-8846","福島県郡山市久留米2-98","福島県"
"38.2658685","140.3593746","秀鳳酒造場","しゅうほうしゅぞうじょう","〒990-0063","山形県山形市山家町1-6-6","山形県"
"36.1747313","140.3583224","伊能酒造店","いのうしゅぞうてん","〒311-3423","茨城県小美玉市小川1472","茨城県"
"35.19215","140.3559863","岩瀬酒造","いわせしゅぞう","〒299-5102","千葉県夷隅郡御宿町久保1916","千葉県"
"37.2656207","140.3554346","清鏡酒造","きよかがみしゅぞう","〒969-0401","福島県岩瀬郡鏡石町鏡沼238","福島県"
"37.0998824","140.3488367","有賀醸造","ありがじょうぞう","〒961-0303","福島県白河市東釜子本町96","福島県"
"40.5937414","140.3471043","丸竹酒造店","まるたけしゅぞうてん","〒036-1433","青森県弘前市大字国吉字坂本49","青森県"
"36.7762117","140.3461604","家久長本店","かくちょうほんてん","〒319-3526","茨城県久慈郡大子町大子248-1","茨城県"
"38.5466164","140.3433187","高木酒造","たかぎしゅぞう","〒995-0208","山形県村山市富並1826","山形県"
"38.2422372","140.3312195","男山酒造","おとこやましゅぞう","〒990-0037","山形県山形市八日町2-4-13","山形県"
"35.529549","140.3301224","石野商店","いしのしょうてん","〒299-3251","千葉県山武郡大網白里町大網649","千葉県"
"37.2060492","140.3270121","大木代吉本店","おおきだいきちほんてん","〒969-0213","福島県西白河郡矢吹町本町9","福島県"
"40.5853084","140.3253512","白神酒造","しらかみしゅぞう","〒036-1443","青森県弘前市米ヶ袋村元22","青森県"
"36.3617096","140.3246475","須藤本家","すどうほんけ","〒309-1701","茨城県笠間市小原2125","茨城県"
"39.6127412","140.3223721","奥田酒造店","おくたしゅぞうてん","〒019-2411","秋田県大仙市協和境字境113","秋田県"
"35.7802099","140.3167613","滝沢本店","たきざわほんてん","〒286-0032","千葉県成田市上町 513","千葉県"
"38.4248017","140.3153312","朝日川酒造","あさひかわしゅぞう","〒999-3511","山形県西村山郡河北町谷地93","山形県"
"36.1327434","140.312927","藤田酒造店","ふじたしゅぞてん","〒315-1147","茨城県石岡市井関994-1","茨城県"
"38.4254237","140.3105732","和田酒造","わだしゅぞう","〒999-3511","山形県西村山郡河北町谷地甲17","山形県"
"36.1927291","140.3055121","石岡酒造","いしおかしゅぞう","〒315-0031","茨城県石岡市東大橋2972","茨城県"
"36.1623764","140.3043965","白菊酒造","しらぎくしゅぞう","〒315-0045","茨城県石岡市高浜880","茨城県"
"35.1531018","140.3003574","東灘醸造","あずまなだじょうぞう","〒299-5226","千葉県勝浦市串浜1033","千葉県"
"38.3767142","140.2826163","古澤酒造","ふるさわしゅぞう","〒991-0023","山形県寒河江市丸内3-5-7","山形県"
"38.3739311","140.2780529","千代寿虎屋","ちよことぶきとらやしゅぞう","〒991-0032","山形県寒河江市南町2-1-16","山形県"
"36.1851735","140.274924","府中誉","ふちゅうほまれ","〒315-0014","茨城県石岡市国府5-9-32","茨城県"
"38.7785246","140.2726186","最上川酒造","もがみがわしゅぞう","〒996-0091","山形県新庄市十日町1495","山形県"
"35.7089255","140.2718494","飯沼本家","いいぬまほんけ","〒285-0914","千葉県印旛郡酒々井町馬橋106","千葉県"
"36.3851299","140.2563075","武藤酒類醸造","むとうしゅるいじょうぞう","〒309-1611","茨城県笠間市笠間1180","茨城県"
"36.3843105","140.2537328","笹目宗兵衛商店","ささめそうべえしょうてん","〒309-1611","茨城県笠間市笠間1339","茨城県"
"35.1542468","140.2487792","吉野酒造","よしのしゅぞう","〒299-5265","千葉県勝浦市植野571","千葉県"
"35.2820833","140.2462083","豊乃鶴酒造","とよのつるしゅぞう","〒298-0214","千葉県夷隅郡大多喜町新丁88","千葉県"
"38.0107861","140.2390365","米鶴酒造","よねつるしゅぞう","〒992-0301","山形県東置賜郡高畠町二井宿1076","山形県"
"37.2544729","140.2378801","松崎酒造店","まつざきしゅぞうてん","〒962-0503","福島県岩瀬郡天栄村下松本要谷47-1","福島県"
"38.4045872","140.2347629","月山酒造","がっさんしゅぞう","〒990-0521","山形県寒河江市谷沢769-1","山形県"
"38.7051961","140.2310985","小屋酒造","こやしゅぞう","〒996-0212","山形県最上郡大蔵村清水2591","山形県"
